pmra,pmde,jmag,ra,de,pmr_mas,pmd_mas,pmr_corr_mas,pmd_corr_mas
6.611109999999999964e-07,-1.111109999999999982e-08,1.684299999999999997e+01,2.214779166666669994e+02,2.461888888888890037e+01,2.379999600000000104e+00,-3.999995800000000212e-02,4.362322330474853516e+00,2.408421516418457031e+00
-1.730559999999999953e-06,3.350000000000000113e-06,1.684299999999999997e+01,2.284029166666670108e+02,4.311888888888889682e+01,-6.230015999999999998e+00,1.206000000000000050e+01,-4.696921825408935547e+00,1.322066783905029297e+01
7.222219999999999406e-08,-1.627779999999999982e-06,1.684299999999999997e+01,2.290687499999999943e+02,3.205111111111109778e+01,2.599999299999999902e-01,-5.860007999999999662e+00,2.046498775482177734e+00,-3.447158336639404297e+00
1.972219999999999908e-07,-6.666669999999999437e-08,1.684299999999999997e+01,2.338799999999999955e+02,3.758888888888890278e+01,7.099992000000000525e-01,-2.400001300000000060e-01,2.287088632583618164e+00,1.848605394363403320e+00
-2.361109999999999892e-07,-1.038890000000000060e-06,1.684299999999999997e+01,2.526866666666670085e+02,3.901250000000000284e+01,-8.499995999999999663e-01,-3.740003999999999884e+00,3.338513970375061035e-01,-1.904173374176025391e+00
-2.666670000000000148e-07,-8.666670000000000406e-07,1.684299999999999997e+01,2.542895833333330131e+02,4.113527777777780159e+01,-9.600012300000000387e-01,-3.120000999999999802e+00,2.578600049018859863e-01,-1.597626686096191406e+00
-1.002780000000000037e-06,-4.194440000000000070e-07,1.684299999999999997e+01,3.298758333333329915e+02,-8.931111111111109224e+00,-3.610008000000000106e+00,-1.509998399999999963e+00,-5.791299819946289062e+00,1.885506629943847656e+00
-6.611109999999999964e-07,-8.583329999999999608e-07,1.684299999999999997e+01,3.490304166666670085e+02,1.003611111111109899e+00,-2.379999600000000104e+00,-3.089998700000000209e+00,-3.520626783370971680e+00,5.378970503807067871e-01
-6.833330000000000481e-07,8.916670000000000130e-07,1.684199999999999875e+01,1.183908333333330063e+02,3.025722222222220026e+01,-2.459998800000000152e+00,3.210001200000000221e+00,-1.073220968246459961e+00,5.788225173950195312e+00
-1.466670000000000096e-06,-1.230560000000000082e-06,1.684199999999999875e+01,1.313579166666669948e+02,7.372499999999999609e+00,-5.280012000000000150e+00,-4.430016000000000176e+00,-3.560473918914794922e+00,-1.767541289329528809e+00
-3.333330000000000110e-08,5.944440000000000255e-07,1.684199999999999875e+01,1.314575000000000102e+02,1.798944444444439839e+01,-1.199998860000000001e-01,2.139998199999999962e+00,2.012122631072998047e+00,5.116581916809082031e+00
-1.090000000000000067e-05,-7.472219999999999924e-07,1.684199999999999875e+01,1.334154166666669994e+02,4.226833333333330245e+01,-3.924000000000000199e+01,-2.689998999999999807e+00,-3.693337631225585938e+01,-1.428533494472503662e-01
-2.333330000000000155e-06,-3.611109999999999703e-08,1.684199999999999875e+01,1.334154166666669994e+02,4.226833333333330245e+01,-8.399988000000000454e+00,-1.299999699999999925e-01,-6.093364238739013672e+00,2.417145729064941406e+00
-5.472220000000000015e-07,-2.108330000000000192e-06,1.684199999999999875e+01,1.404633333333329972e+02,1.798166666666670110e+01,-1.969999199999999950e+00,-7.589987800000000284e+00,2.897967994213104248e-01,-4.504566192626953125e+00
3.194440000000000115e-07,8.888889999999999864e-07,1.684199999999999875e+01,1.428466666666670051e+02,4.268472222222219870e+01,1.149998400000000087e+00,3.200000499999999803e+00,3.315001249313354492e+00,5.581836700439453125e+00
-2.044440000000000114e-06,-1.536110000000000062e-06,1.684199999999999875e+01,1.462441666666670130e+02,2.801111111111110219e+00,-7.359983999999999860e+00,-5.529995999999999690e+00,-6.026631355285644531e+00,-2.738301277160644531e+00
1.527779999999999933e-07,7.111110000000000471e-07,1.684199999999999875e+01,2.020999999999999943e+02,1.053833333333330025e+01,5.500007999999999564e-01,2.559999700000000100e+00,2.727715492248535156e+00,5.849869728088378906e+00
-1.483330000000000035e-06,-1.374999999999999964e-06,1.684199999999999875e+01,2.167145833333329961e+02,3.664777777777779733e+01,-5.339987999999999957e+00,-4.950000000000000178e+00,-3.752204656600952148e+00,-3.505496978759765625e+00
-1.630560000000000064e-06,-1.686109999999999896e-06,1.684199999999999875e+01,2.259783333333330120e+02,4.777499999999999858e+00,-5.870015600000000333e+00,-6.069995999999999725e+00,-5.022749900817871094e+00,-3.451876878738403320e+00
1.624999999999999900e-06,7.277779999999999673e-07,1.684199999999999875e+01,3.580470833333329779e+02,-3.298555555555559948e+01,5.849999999999999645e+00,2.620000800000000130e+00,2.630602836608886719e+00,4.286466598510742188e+00
1.022220000000000057e-06,1.727780000000000083e-06,1.684100000000000108e+01,5.763333333333330089e+00,1.259166666666670098e+00,3.679991999999999930e+00,6.220008400000000215e+00,2.182778596878051758e+00,1.027427959442138672e+01
-2.711110000000000035e-06,8.972220000000000386e-07,1.684100000000000108e+01,1.038166666666669968e+01,-3.393861111111110063e+01,-9.759995999999999228e+00,3.229998999999999842e+00,-1.308215808868408203e+01,4.435659885406494141e+00
4.111110000000000077e-07,-1.733059999999999972e-05,1.684100000000000108e+01,2.513500000000000156e+01,-3.978388888888890307e+01,1.479999499999999912e+00,-6.239016000000000162e+01,-5.222070217132568359e-01,-6.243997573852539062e+01
4.166669999999999868e-06,1.144440000000000049e-06,1.684100000000000108e+01,2.710083333333329847e+01,-3.793583333333329932e+01,1.500001100000000065e+01,4.119983999999999646e+00,1.269401741027832031e+01,4.087858200073242188e+00
-9.055560000000000125e-07,-6.666669999999999437e-08,1.684100000000000108e+01,1.217808333333330069e+02,2.612472222222219997e+01,-3.260001700000000113e+00,-2.400001300000000060e-01,-1.724092721939086914e+00,2.448398113250732422e+00
-1.280560000000000027e-06,7.777779999999999915e-08,1.684100000000000108e+01,1.354358333333329938e+02,3.891944444444440165e+01,-4.610015999999999892e+00,2.800000599999999951e-01,-2.412750244140625000e+00,2.931808948516845703e+00
-6.388890000000000506e-07,-5.200000000000000188e-06,1.684100000000000108e+01,1.599904166666669880e+02,1.447611111111110027e+01,-2.300000400000000056e+00,-1.871999999999999886e+01,-6.230756044387817383e-01,-1.574862098693847656e+01
3.611110000000000100e-07,7.694440000000000441e-07,1.684100000000000108e+01,1.725379166666670017e+02,5.355027777777780074e+01,1.299999600000000033e+00,2.769998300000000135e+00,3.122711181640625000e+00,3.460865736007690430e+00
-2.280559999999999981e-06,-1.505559999999999990e-06,1.684100000000000108e+01,1.783191666666670017e+02,1.830972222222219870e+01,-8.210015999999999536e+00,-5.420016300000000342e+00,-6.125532150268554688e+00,-1.900850534439086914e+00
-1.222219999999999942e-07,-2.341669999999999977e-06,1.684100000000000108e+01,1.819550000000000125e+02,8.401666666666670835e+00,-4.399992200000000242e-01,-8.430013000000000645e+00,1.678440809249877930e+00,-5.005809783935546875e+00
-9.277779999999999583e-07,-5.916670000000000265e-07,1.684100000000000108e+01,2.009920833333329995e+02,2.395722222222219955e+01,-3.340000900000000161e+00,-2.130001299999999986e+00,-1.221040844917297363e+00,6.547343134880065918e-01
1.155559999999999953e-06,-2.519439999999999802e-06,1.684100000000000108e+01,2.187754166666670130e+02,2.402888888888890051e+01,4.160015999999999714e+00,-9.069983499999999310e+00,6.127303600311279297e+00,-6.675020217895507812e+00
1.177780000000000055e-06,8.027779999999999904e-07,1.684100000000000108e+01,3.561445833333330029e+02,1.586138888888890008e+01,4.240008000000000443e+00,2.890000800000000147e+00,3.174674987792968750e+00,6.363547801971435547e+00
2.333329999999999891e-07,-2.805560000000000143e-07,1.683999999999999986e+01,1.098166666666669933e+01,-2.879749999999999943e+01,8.399988000000000454e-01,-1.010001699999999891e+00,-3.110966205596923828e+00,8.280081748962402344e-01
1.280560000000000027e-06,-9.194439999999999844e-07,1.683999999999999986e+01,5.311666666666670267e+01,-5.901111111111109864e+00,4.610015999999999892e+00,-3.309998499999999844e+00,1.602372169494628906e+00,4.420286417007446289e-01
-2.658330000000000008e-06,4.194440000000000070e-07,1.683999999999999986e+01,1.164970833333329949e+02,3.322611111111110205e+01,-9.569988000000000383e+00,1.509998399999999963e+00,-8.210894584655761719e+00,4.052631855010986328e+00
-5.999999999999999728e-07,-2.736109999999999796e-06,1.683999999999999986e+01,1.504383333333329915e+02,5.966888888888890108e+01,-2.160000000000000142e+00,-9.849996000000000862e+00,1.166215538978576660e-01,-8.673903465270996094e+00
-7.222220000000000200e-07,-7.083330000000000205e-07,1.683999999999999986e+01,1.574575000000000102e+02,1.308055555555560012e+01,-2.599999200000000066e+00,-2.549998800000000010e+00,-9.136318564414978027e-01,4.167399406433105469e-01
-2.427780000000000157e-06,-2.524999999999999965e-06,1.683999999999999986e+01,1.727495833333329927e+02,7.846388888888889745e+00,-8.740007000000000303e+00,-9.089999000000000606e+00,-7.134772300720214844e+00,-5.943234920501708984e+00
4.122219999999999811e-06,5.105559999999999615e-06,1.683999999999999986e+01,1.727495833333329927e+02,7.846388888888889745e+00,1.483999299999999977e+01,1.838001600000000124e+01,1.644522857666015625e+01,2.152677917480468750e+01
-5.277779999999999764e-07,7.083330000000000205e-07,1.683999999999999986e+01,1.817704166666669892e+02,4.175194444444439767e+01,-1.900000799999999934e+00,2.549998800000000010e+00,-6.606729626655578613e-01,4.314465045928955078e+00
-1.138889999999999950e-07,-1.763889999999999895e-06,1.683999999999999986e+01,1.954004166666670130e+02,3.250000000000000111e-02,-4.100003999999999871e-01,-6.350004000000000204e+00,1.577649235725402832e+00,-3.559573173522949219e+00
-1.077779999999999954e-06,-1.238890000000000051e-06,1.683999999999999986e+01,2.518962500000000091e+02,4.023527777777780301e+01,-3.880008000000000123e+00,-4.460004299999999589e+00,-2.629425764083862305e+00,-2.755609035491943359e+00
-6.277779999999999718e-07,3.888889999999999958e-08,1.683999999999999986e+01,2.555349999999999966e+02,3.311666666666670267e+01,-2.260000699999999973e+00,1.400000299999999975e-01,-1.396201491355895996e+00,2.437094211578369141e+00
-7.194439999999999934e-07,-1.736110000000000053e-06,1.683899999999999864e+01,1.302500000000000036e+01,-1.114361111111110070e+01,-2.589998500000000092e+00,-6.249996000000000329e+00,-5.704262733459472656e+00,-2.175304651260375977e+00
-2.361109999999999998e-06,-2.155559999999999907e-06,1.683899999999999864e+01,2.075833333333330089e+01,-2.733333333333329840e+00,-8.499995999999999441e+00,-7.760016000000000247e+00,-1.049226856231689453e+01,-3.369070291519165039e+00
1.038890000000000060e-06,-5.500000000000000281e-07,1.683899999999999864e+01,1.257549999999999955e+02,1.345416666666669947e+01,3.740003999999999884e+00,-1.979999899999999924e+00,5.354794979095458984e+00,8.362144827842712402e-01
-2.055559999999999912e-07,1.138889999999999950e-06,1.683899999999999864e+01,1.671512500000000045e+02,9.861666666666659253e+00,-7.400016000000000371e-01,4.100003700000000251e+00,7.927583456039428711e-01,7.161518096923828125e+00
-9.027779999999999859e-07,0.000000000000000000e+00,1.683899999999999864e+01,1.802725000000000080e+02,2.906444444444440123e+01,-3.250001000000000140e+00,0.000000000000000000e+00,-1.672613024711608887e+00,3.049478054046630859e+00
1.241669999999999921e-06,-1.547219999999999901e-06,1.683899999999999864e+01,1.824654166666670108e+02,3.691027777777780017e+01,4.470011999999999652e+00,-5.569992000000000054e+00,5.744266986846923828e+00,-3.271848201751708984e+00
1.777779999999999922e-07,5.750000000000000004e-07,1.683899999999999864e+01,1.927720833333330006e+02,1.683500000000000085e+01,6.400008000000000363e-01,2.069999999999999840e+00,3.076610565185546875e+00,5.659066200256347656e+00
-6.444439999999999703e-07,9.916669999999999026e-07,1.683899999999999864e+01,2.037983333333330052e+02,3.071249999999999858e+01,-2.319998500000000075e+00,3.570001099999999816e+00,-5.231841206550598145e-01,5.636144161224365234e+00
-5.805559999999999478e-07,-5.666669999999999483e-07,1.683899999999999864e+01,2.057466666666670108e+02,1.408583333333329968e+01,-2.090001599999999904e+00,-2.040001199999999848e+00,1.435339543968439102e-02,1.050101161003112793e+00
6.527780000000000501e-07,-1.408329999999999906e-06,1.683899999999999864e+01,2.079491666666669971e+02,1.356194444444439995e+01,2.350000899999999948e+00,-5.069988300000000336e+00,4.351183414459228516e+00,-2.056229829788208008e+00
-2.169440000000000188e-06,8.611110000000000138e-08,1.683899999999999864e+01,2.276725000000000136e+02,2.403138888888889824e+01,-7.809984000000000037e+00,3.099999700000000136e-01,-5.727474212646484375e+00,3.029405117034912109e+00
7.694440000000000441e-07,-6.805560000000000491e-07,1.683899999999999864e+01,2.339804166666669971e+02,2.457444444444439924e+01,2.769998300000000135e+00,-2.450001700000000060e+00,4.902899265289306641e+00,4.833507239818572998e-01
1.205559999999999898e-06,-5.083330000000000296e-07,1.683899999999999864e+01,2.522429166666670142e+02,3.401666666666670125e+01,4.340016000000000318e+00,-1.829998900000000095e+00,5.433588027954101562e+00,5.366615653038024902e-01
-2.472219999999999939e-06,-9.222220000000000110e-07,1.683899999999999864e+01,3.230666666666670039e+02,1.071333333333329918e+01,-8.899991999999999237e+00,-3.319999199999999817e+00,-9.855401039123535156e+00,3.817106187343597412e-01
1.222220000000000048e-06,5.277779999999999764e-07,1.683899999999999864e+01,3.530024999999999977e+02,2.923972222222219841e+01,4.399992000000000125e+00,1.900000799999999934e+00,3.778188467025756836e+00,4.647732257843017578e+00
-1.738889999999999923e-06,1.527779999999999933e-07,1.683800000000000097e+01,1.567237499999999955e+02,2.526111111111109864e+01,-6.260004000000000346e+00,5.500007999999999564e-01,-4.738713264465332031e+00,3.355967044830322266e+00
-1.875000000000000048e-06,-1.027780000000000009e-06,1.683800000000000097e+01,1.804262500000000102e+02,-2.780555555555559999e-01,-6.750000000000000000e+00,-3.700007999999999964e+00,-5.354767799377441406e+00,-1.021565318107604980e+00
-2.205559999999999852e-06,-1.791669999999999949e-06,1.683800000000000097e+01,1.862354166666669926e+02,5.505833333333329804e+00,-7.940015999999999963e+00,-6.450012000000000079e+00,-5.790358066558837891e+00,-3.163461685180664062e+00
-1.561110000000000034e-06,-1.666669999999999995e-08,1.683800000000000097e+01,1.895912500000000023e+02,3.006666666666669929e+00,-5.619996000000000436e+00,-6.000011999999999707e-02,-3.506547927856445312e+00,3.023424863815307617e+00
-2.386110000000000182e-06,-1.741670000000000004e-06,1.683800000000000097e+01,2.258441666666670073e+02,1.193222222222219919e+01,-8.589995999999999299e+00,-6.270012000000000363e+00,-6.921658992767333984e+00,-3.572786331176757812e+00
-5.722219999999999739e-07,-2.080560000000000202e-06,1.683800000000000097e+01,2.265654166666670051e+02,2.722166666666669954e+01,-2.059999200000000030e+00,-7.490016500000000299e+00,-8.845166862010955811e-02,-4.925890922546386719e+00
4.611110000000000055e-07,-2.627779999999999937e-06,1.683800000000000097e+01,3.108883333333329801e+02,-1.841666666666670060e-01,1.659999599999999909e+00,-9.460008999999999446e+00,6.758282780647277832e-01,-5.581608295440673828e+00
5.999999999999999728e-07,-2.686109999999999851e-06,1.683800000000000097e+01,3.569545833333330052e+02,-8.995277777777779704e+00,2.160000000000000142e+00,-9.669995999999999370e+00,-9.382359683513641357e-02,-6.030681133270263672e+00
8.888889999999999864e-07,6.311110000000000295e-06,1.683699999999999974e+01,6.892083333333330231e+00,-3.876333333333329989e+01,3.200000499999999803e+00,2.271999699999999933e+01,7.467069625854492188e-01,2.360988235473632812e+01
2.866670000000000033e-06,-3.405559999999999798e-06,1.683699999999999974e+01,2.816375000000000028e+01,-7.986944444444439739e+00,1.032001200000000019e+01,-1.226001549999999973e+01,7.578561782836914062e+00,-7.942414760589599609e+00
-4.972219999999999508e-07,-1.227780000000000000e-06,1.683699999999999974e+01,1.144595833333330006e+02,2.860805555555560176e+01,-1.789999200000000013e+00,-4.420008000000000159e+00,-7.663666009902954102e-01,-1.811297178268432617e+00
-2.055559999999999912e-07,-3.916669999999999827e-07,1.683699999999999974e+01,1.325399999999999920e+02,-1.222638888888890030e+01,-7.400016000000000371e-01,-1.410001199999999955e+00,-1.250198364257812500e+00,-1.497215479612350464e-01
-1.305559999999999946e-07,-6.805560000000000491e-07,1.683699999999999974e+01,1.508445833333329915e+02,1.790055555555559863e+01,-4.700016000000000194e-01,-2.450001700000000060e+00,1.455759763717651367e+00,5.350185632705688477e-01
-1.213890000000000079e-06,-4.972219999999999508e-07,1.683699999999999974e+01,1.765333333333329904e+02,9.704444444444449758e+00,-4.370003699999999824e+00,-1.789999200000000013e+00,-2.458933830261230469e+00,1.542728900909423828e+00
-4.944440000000000301e-07,1.027780000000000009e-06,1.683699999999999974e+01,1.792750000000000057e+02,2.604083333333329975e+01,-1.779998399999999981e+00,3.700007999999999964e+00,-4.678254574537277222e-02,6.945421695709228516e+00
-4.805559999999999523e-07,-1.222220000000000048e-06,1.683699999999999974e+01,1.857970833333330063e+02,1.651944444444439952e+01,-1.730001700000000087e+00,-4.399992000000000125e+00,6.405258774757385254e-01,-7.077925205230712891e-01
-3.711110000000000201e-06,-4.841670000000000182e-06,1.683699999999999974e+01,1.892920833333330108e+02,-2.063055555555560083e+00,-1.335999600000000065e+01,-1.743001200000000139e+01,-1.156646060943603516e+01,-1.490628242492675781e+01
8.055560000000000170e-08,1.111109999999999982e-08,1.683699999999999974e+01,1.908604166666669926e+02,1.749361111111110034e+01,2.900001700000000016e-01,3.999995800000000212e-02,2.710993528366088867e+00,3.664784193038940430e+00
1.444439999999999930e-07,2.019439999999999930e-06,1.683699999999999974e+01,1.931970833333330120e+02,2.857166666666670096e+01,5.199984300000000115e-01,7.269984000000000002e+00,2.405865907669067383e+00,1.008819866180419922e+01
-8.777780000000000135e-07,-6.388890000000000506e-07,1.683699999999999974e+01,2.102066666666669903e+02,5.575055555555560005e+01,-3.160000800000000165e+00,-2.300000400000000056e+00,-1.321762561798095703e+00,-2.730275869369506836e+00
-8.111110000000000426e-07,-1.241669999999999921e-06,1.683699999999999974e+01,2.137462500000000034e+02,3.768472222222219870e+01,-2.919999600000000139e+00,-4.470011999999999652e+00,-1.368333578109741211e+00,-3.173226356506347656e+00
-6.888889999999999954e-07,-1.013890000000000088e-06,1.683699999999999974e+01,2.490999999999999943e+02,3.838888888888890016e-01,-2.480000299999999935e+00,-3.650004099999999863e+00,-1.928550720214843750e+00,-8.005879521369934082e-01
3.527780000000000108e-07,-5.638890000000000275e-07,1.683599999999999852e+01,1.273862500000000040e+02,5.730111111111109778e+01,1.270000800000000041e+00,-2.030000400000000038e+00,3.418806791305541992e+00,1.632613688707351685e-01
1.219439999999999966e-06,-2.330559999999999926e-06,1.683599999999999852e+01,1.425008333333329915e+02,2.500138888888890065e+01,4.389984000000000108e+00,-8.390015999999999252e+00,6.416376590728759766e+00,-5.373536586761474609e+00
-6.972220000000000476e-07,6.250000000000000511e-07,1.683599999999999852e+01,1.762291666666669983e+02,5.458055555555559835e+01,-2.509999300000000044e+00,2.250000000000000000e+00,-6.801092028617858887e-01,2.738945245742797852e+00
4.583329999999999789e-07,-2.311110000000000053e-06,1.683599999999999852e+01,1.782754166666670130e+02,-1.737500000000000044e+00,1.649998800000000099e+00,-8.319995999999999725e+00,2.751362800598144531e+00,-5.789622783660888672e+00
-2.572219999999999828e-06,-1.513889999999999959e-06,1.683599999999999852e+01,1.804883333333330029e+02,4.228416666666669954e+01,-9.259992000000000445e+00,-5.450003999999999849e+00,-8.026519775390625000e+00,-3.728345632553100586e+00
-6.944440000000000475e-08,-5.638890000000000275e-07,1.683599999999999852e+01,2.823249999999999886e+02,3.355583333333329676e+01,-2.499998400000000010e-01,-2.030000400000000038e+00,-5.753064155578613281e-01,7.956601381301879883e-01
1.709170000000000104e-05,8.055560000000000170e-08,1.683500000000000085e+01,1.837791666666669954e+01,-3.213694444444440279e+01,6.153011699999999706e+01,2.900001700000000016e-01,5.805509948730468750e+01,1.292668819427490234e+00
-2.238890000000000006e-06,4.705560000000000057e-06,1.683500000000000085e+01,1.851541666666669883e+01,-2.955333333333329904e+01,-8.060003000000000029e+00,1.694001599999999996e+01,-1.184335422515869141e+01,1.830722427368164062e+01
6.694440000000000486e-07,-2.288889999999999951e-06,1.683500000000000085e+01,1.215058333333330012e+02,1.276916666666670075e+01,2.409998400000000096e+00,-8.240005000000000024e+00,3.506322860717773438e+00,-5.446973800659179688e+00
3.833330000000000087e-07,-5.305560000000000030e-07,1.683500000000000085e+01,1.498120833333329927e+02,6.949166666666670267e+00,1.379998800000000081e+00,-1.910001599999999966e+00,2.988641977310180664e+00,1.026933908462524414e+00
6.333329999999999974e-07,-2.886110000000000053e-06,1.683500000000000085e+01,1.585795833333330052e+02,1.276861111111110070e+01,2.279998799999999992e+00,-1.038999600000000001e+01,3.929052114486694336e+00,-7.430241584777832031e+00
-8.055560000000000170e-08,-1.722219999999999920e-06,1.683500000000000085e+01,1.614870833333330040e+02,2.729972222222220068e+01,-2.900001700000000016e-01,-6.199991699999999994e+00,1.068764448165893555e+00,-3.448148250579833984e+00
7.777780000000000180e-07,-1.611109999999999979e-06,1.683500000000000085e+01,1.635137499999999875e+02,4.188250000000000028e+01,2.800000700000000009e+00,-5.799996000000000151e+00,4.144147396087646484e+00,-3.869547367095947266e+00
-4.222219999999999806e-07,-9.222220000000000110e-07,1.683500000000000085e+01,2.066279166666670051e+02,1.179055555555559920e+01,-1.519999099999999936e+00,-3.319999199999999817e+00,4.828693866729736328e-01,-2.166480422019958496e-01
-2.694440000000000138e-07,-9.972219999999999282e-07,1.683500000000000085e+01,2.108574999999999875e+02,4.450388888888890193e+01,-9.699984000000000384e-01,-3.589999000000000162e+00,5.283190608024597168e-01,-2.943653583526611328e+00
-8.086109999999999395e-06,-1.900000000000000020e-06,1.683500000000000085e+01,2.271200000000000045e+02,1.690916666666669954e+01,-2.910999699999999990e+01,-6.839999999999999858e+00,-2.708524703979492188e+01,-4.098783493041992188e+00
-3.416669999999999849e-06,6.138889999999999723e-07,1.683500000000000085e+01,2.271200000000000045e+02,1.690916666666669954e+01,-1.230001299999999986e+01,2.210000299999999918e+00,-1.027526378631591797e+01,4.951216697692871094e+00
-5.750000000000000004e-07,-1.338889999999999941e-06,1.683500000000000085e+01,2.296279166666670051e+02,2.814722222222220083e+01,-2.069999999999999840e+00,-4.820003999999999955e+00,-1.075836420059204102e-01,-2.142158269882202148e+00
-1.325000000000000019e-06,-1.195280000000000015e-05,1.683500000000000085e+01,2.296279166666670051e+02,2.814722222222220083e+01,-4.769999999999999574e+00,-4.303008299999999764e+01,-2.807583570480346680e+00,-4.035223770141601562e+01
-1.783329999999999916e-06,-4.222219999999999806e-07,1.683500000000000085e+01,2.360083333333330131e+02,4.026861111111109892e+01,-6.419988000000000028e+00,-1.519999099999999936e+00,-4.897785663604736328e+00,2.769067883491516113e-01
-1.219439999999999966e-06,2.027779999999999911e-07,1.683500000000000085e+01,2.462779166666670108e+02,8.719166666666669840e+00,-4.389984000000000108e+00,7.300008000000000052e-01,-2.704315900802612305e+00,3.048128843307495117e+00
-1.002780000000000037e-06,-2.483329999999999990e-06,1.683399999999999963e+01,2.705083333333330131e+01,3.166666666666669711e-02,-3.610008000000000106e+00,-8.939987999999999602e+00,-5.309997558593750000e+00,-4.650787353515625000e+00
-8.777780000000000135e-07,-1.038890000000000060e-06,1.683399999999999963e+01,3.909083333333330046e+01,-2.934194444444440109e+01,-3.160000800000000165e+00,-3.740003999999999884e+00,-6.449264526367187500e+00,-2.771441459655761719e+00
5.686110000000000350e-06,-3.038889999999999970e-06,1.683399999999999963e+01,5.579791666666670125e+01,-4.481333333333329705e+01,2.046999500000000083e+01,-1.094000400000000006e+01,1.927649688720703125e+01,-1.107852554321289062e+01
-4.611110000000000055e-07,9.999999999999999547e-07,1.683399999999999963e+01,1.235450000000000017e+02,4.461861111111110034e+01,-1.659999599999999909e+00,3.600000000000000089e+00,4.980255961418151855e-01,6.108493804931640625e+00
-1.146390000000000047e-05,-8.547219999999999796e-06,1.683399999999999963e+01,1.581291666666670039e+02,2.497555555555560147e+01,-4.127004000000000161e+01,-3.076999299999999948e+01,-3.977582931518554688e+01,-2.796519470214843750e+01
3.555559999999999844e-07,-5.805559999999999478e-07,1.683399999999999963e+01,1.648787499999999966e+02,4.066555555555559920e+01,1.280001600000000073e+00,-2.090001599999999904e+00,2.540781497955322266e+00,-7.850283384323120117e-02
-1.322219999999999938e-06,1.055560000000000063e-06,1.683399999999999963e+01,1.667354166666669926e+02,4.042694444444450141e+01,-4.759991999999999557e+00,3.800015999999999838e+00,-3.542658329010009766e+00,5.817652702331542969e+00
-3.611109999999999703e-08,2.750000000000000140e-07,1.683399999999999963e+01,1.803945833333330029e+02,5.178055555555560119e+01,-1.299999699999999925e-01,9.899999499999999619e-01,1.511210680007934570e+00,1.635705590248107910e+00
-4.184170000000000294e-05,9.636110000000000140e-05,1.683399999999999963e+01,1.848229166666669983e+02,6.924750000000000227e+01,-1.506301300000000083e+02,3.468999600000000214e+02,-1.487039947509765625e+02,3.465555725097656250e+02
-1.275000000000000075e-06,6.111110000000000252e-08,1.683399999999999963e+01,1.848229166666669983e+02,6.924750000000000227e+01,-4.589999999999999858e+00,2.199999699999999891e-01,-2.663867473602294922e+00,-1.243955194950103760e-01
7.555559999999999663e-07,-1.722219999999999920e-06,1.683399999999999963e+01,1.949824999999999875e+02,2.330499999999999972e+01,2.720001700000000078e+00,-6.199991699999999994e+00,4.915678024291992188e+00,-3.033938884735107422e+00
-4.222219999999999806e-07,2.172219999999999846e-06,1.683399999999999963e+01,1.977458333333329961e+02,4.570805555555560318e+01,-1.519999099999999936e+00,7.819992499999999680e+00,-6.995508074760437012e-02,8.630698204040527344e+00
-6.111110000000000252e-08,-1.277779999999999945e-07,1.683399999999999963e+01,2.193020833333330017e+02,6.158861111111109921e+01,-2.199999699999999891e-01,-4.600007799999999980e-01,1.720081090927124023e+00,-1.353553533554077148e+00
-8.805560000000000401e-07,-1.111109999999999982e-08,1.683399999999999963e+01,2.448562499999999886e+02,5.150805555555560034e+01,-3.170001500000000139e+00,-3.999995800000000212e-02,-1.496111035346984863e+00,1.036781147122383118e-01
2.127780000000000065e-06,-3.616670000000000052e-06,1.683399999999999963e+01,3.395333333333330188e+02,-8.144722222222229746e+00,7.660007499999999858e+00,-1.302001199999999947e+01,5.753694057464599609e+00,-9.698218345642089844e+00
3.166670000000000125e-07,5.027780000000000040e-07,1.683299999999999841e+01,2.739499999999999957e+01,-2.822916666666669983e+01,1.140001299999999995e+00,1.810000800000000076e+00,-2.516367435455322266e+00,3.011969566345214844e+00
6.861109999999999688e-07,3.277780000000000066e-06,1.683299999999999841e+01,1.525004166666670073e+02,3.061111111111110006e-01,2.469999599999999962e+00,1.180000800000000005e+01,3.187036275863647461e+00,1.460351753234863281e+01
-2.611110000000000145e-07,6.500000000000000235e-07,1.683299999999999841e+01,1.622495833333329927e+02,-1.684583333333329946e+01,-9.399996400000000252e-01,2.339999999999999858e+00,-1.596830606460571289e+00,4.215252876281738281e+00
1.138889999999999950e-07,-5.472220000000000015e-07,1.683299999999999841e+01,1.636537500000000023e+02,5.439555555555560318e+01,4.100003999999999871e-01,-1.969999199999999950e+00,2.429770708084106445e+00,-1.066520571708679199e+00
7.799999999999999859e-06,-3.930559999999999854e-06,1.683299999999999841e+01,1.667520833333329904e+02,2.978888888888890030e+00,2.808000200000000035e+01,-1.415001600000000082e+01,2.897248649597167969e+01,-1.129480552673339844e+01
-1.855560000000000027e-06,-1.125000000000000029e-06,1.683299999999999841e+01,1.667520833333329904e+02,2.978888888888890030e+00,-6.680016000000000176e+00,-4.049999999999999822e+00,-5.787531375885009766e+00,-1.194789409637451172e+00
-5.305560000000000030e-07,1.833329999999999913e-07,1.683299999999999841e+01,1.694074999999999989e+02,1.474555555555549979e+01,-1.910001599999999966e+00,6.599987999999999966e-01,-1.387278139591217041e-01,3.829669237136840820e+00
