pmra,pmde,jmag,ra,de,pmr_mas,pmd_mas,pmr_corr_mas,pmd_corr_mas
-1.988889999999999858e-06,2.499999999999999887e-08,1.761799999999999855e+01,4.615500000000000114e+01,7.913888888888890305e-01,-7.160003999999999813e+00,8.999999999999999667e-02,-9.916862487792968750e+00,3.925324201583862305e+00
-3.552779999999999974e-06,-1.744440000000000022e-06,1.761700000000000088e+01,2.255066666666670017e+02,1.211638888888890087e+01,-1.279000899999999952e+01,-6.279983999999999789e+00,-1.109535789489746094e+01,-3.501345396041870117e+00
-8.166669999999999899e-07,-5.055560000000000306e-07,1.761499999999999844e+01,1.752058333333330040e+02,6.023083333333330103e+01,-2.940001200000000203e+00,-1.820001600000000108e+00,-6.660811901092529297e-01,-1.592277646064758301e+00
-2.752780000000000010e-06,-5.436670000000000245e-05,1.761499999999999844e+01,1.752058333333330040e+02,6.023083333333330103e+01,-9.910007000000000232e+00,-1.957201200000000085e+02,-7.636086940765380859e+00,-1.954924011230468750e+02
3.630560000000000185e-06,1.761110000000000025e-06,1.760900000000000176e+01,2.440166666666669926e+01,-3.163972222222220054e+01,1.307001600000000074e+01,6.339996000000000187e+00,9.504819869995117188e+00,6.924388408660888672e+00
5.555559999999999787e-09,-1.586110000000000006e-06,1.760300000000000153e+01,1.857141666666670119e+02,2.499916666666669940e+01,2.000001599999999893e-02,-5.709995700000000340e+00,2.081812143325805664e+00,-2.239999294281005859e+00
2.174999999999999928e-06,-1.877779999999999918e-06,1.759900000000000020e+01,6.404583333333330408e+00,1.573388888888890058e+01,7.830000000000000071e+00,-6.760008299999999970e+00,6.677234172821044922e+00,-3.245443820953369141e+00
-1.763889999999999895e-06,-8.277779999999999628e-07,1.759799999999999898e+01,1.363320833333330029e+02,8.821388888888879620e+00,-6.350004000000000204e+00,-2.980001000000000122e+00,-4.222440242767333984e+00,4.443984478712081909e-02
4.444439999999999926e-08,-1.861109999999999915e-07,1.759700000000000131e+01,1.479862500000000125e+02,2.123388888888889880e+01,1.599998300000000095e-01,-6.699996000000000285e-01,2.214167833328247070e+00,2.598801612854003906e+00
2.183329999999999897e-06,-1.019439999999999975e-06,1.759600000000000009e+01,3.802041666666669784e+01,-1.086388888888889959e+00,7.859988000000000419e+00,-3.669983900000000077e+00,5.448547363281250000e+00,5.391554832458496094e-01
-2.547220000000000068e-06,-2.905559999999999926e-06,1.758999999999999986e+01,1.125000000000000000e+01,-1.065333333333330046e+01,-9.169992000000000587e+00,-1.046001599999999954e+01,-1.224756622314453125e+01,-6.297563552856445312e+00
6.388890000000000506e-08,2.213889999999999822e-06,1.758999999999999986e+01,1.698075000000000045e+02,4.508416666666669670e+01,2.300000299999999942e-01,7.970004000000000310e+00,1.724107384681701660e+00,9.660427093505859375e+00
-2.441669999999999867e-06,-3.944439999999999816e-07,1.758599999999999852e+01,1.714929166666670142e+02,1.227111111111110020e+01,-8.790010999999999797e+00,-1.419998400000000105e+00,-6.799642086029052734e+00,2.119323015213012695e+00
2.361109999999999998e-06,-4.266669999999999758e-06,1.758399999999999963e+01,1.381916666666669968e+01,-2.862222222222219870e+01,8.499995999999999441e+00,-1.536001300000000036e+01,4.268543243408203125e+00,-1.361369132995605469e+01
-2.027779999999999911e-07,1.941669999999999995e-06,1.757999999999999829e+01,1.586987499999999898e+02,6.033944444444440336e+01,-7.300008000000000052e-01,6.990012000000000114e+00,1.532689452171325684e+00,7.877901077270507812e+00
-2.350829999999999988e-05,-8.714170000000000629e-05,1.757999999999999829e+01,1.586987499999999898e+02,6.033944444444440336e+01,-8.462988000000000000e+01,-3.137101000000000113e+02,-8.236718750000000000e+01,-3.128222045898437500e+02
-1.733329999999999971e-06,-1.369440000000000012e-06,1.757799999999999940e+01,1.138024999999999949e+02,2.933805555555559863e+01,-6.239988000000000312e+00,-4.929984000000000144e+00,-5.148618698120117188e+00,-2.425332069396972656e+00
-9.722220000000000616e-08,8.194439999999999889e-07,1.757799999999999940e+01,1.432929166666669971e+02,3.982249999999999801e+01,-3.499998999999999749e-01,2.949998400000000132e+00,1.701370596885681152e+00,5.583078861236572266e+00
6.111110000000000252e-08,-2.830559999999999798e-06,1.756800000000000139e+01,1.575024999999999977e+02,2.823527777777779946e+01,2.199999699999999891e-01,-1.019001699999999921e+01,1.890495777130126953e+00,-7.364502429962158203e+00
-1.111109999999999948e-07,-1.102779999999999926e-06,1.756800000000000139e+01,1.913004166666669903e+02,1.657499999999999929e+01,-3.999996000000000107e-01,-3.970007999999999981e+00,2.001031398773193359e+00,-2.658798694610595703e-01
1.138889999999999950e-06,2.913889999999999896e-06,1.756599999999999895e+01,2.275487500000000125e+02,1.740277777777780033e+00,4.100003700000000251e+00,1.049000500000000002e+01,4.507781982421875000e+00,1.307120037078857422e+01
-1.172220000000000103e-06,-1.638889999999999927e-07,1.756400000000000006e+01,1.511850000000000023e+02,4.530833333333330160e+01,-4.219992000000000409e+00,-5.900003999999999804e-01,-2.238968849182128906e+00,1.507032871246337891e+00
-1.044439999999999948e-06,-9.138889999999999588e-07,1.756400000000000006e+01,2.074300000000000068e+02,2.958166666666669897e+01,-3.759983800000000098e+00,-3.290000399999999825e+00,-1.831480741500854492e+00,-1.215486526489257812e+00
1.391669999999999967e-06,-2.561110000000000200e-06,1.756299999999999883e+01,2.220120833333330097e+02,1.209750000000000014e+01,5.010011999999999688e+00,-9.219996000000000080e+00,6.646233558654785156e+00,-6.416141033172607422e+00
6.666670000000000496e-07,1.944440000000000039e-08,1.755900000000000105e+01,1.215354166666670039e+02,2.519249999999999901e+01,2.400001300000000004e+00,6.999983999999999373e-02,4.084966659545898438e+00,2.739011287689208984e+00
-4.916670000000000311e-07,5.277779999999999764e-07,1.755799999999999983e+01,1.779600000000000080e+02,2.243305555555560105e+01,-1.770001200000000052e+00,1.900000799999999934e+00,3.511781990528106689e-01,5.430676460266113281e+00
-1.022220000000000057e-06,2.638889999999999882e-07,1.755000000000000071e+01,1.789533333333330063e+02,4.289999999999999858e+01,-3.679991999999999930e+00,9.500003999999999671e-01,-2.284695863723754883e+00,2.810929298400878906e+00
-7.255560000000000206e-06,3.338890000000000062e-06,1.755000000000000071e+01,3.061483333333330279e+02,-3.289333333333330245e+01,-2.612001599999999968e+01,1.202000400000000013e+01,-2.843801879882812500e+01,1.384072780609130859e+01
-2.913889999999999896e-06,-2.416669999999999894e-07,1.754700000000000060e+01,1.527287499999999909e+02,4.000472222222219898e+01,-1.049000500000000002e+01,-8.700012599999999985e-01,-8.752128601074218750e+00,1.481063365936279297e+00
-1.086109999999999923e-06,-1.788890000000000079e-06,1.754599999999999937e+01,1.988012500000000102e+02,2.414361111111109892e+01,-3.909996299999999980e+00,-6.440004000000000062e+00,-1.796500444412231445e+00,-3.481966733932495117e+00
-2.461109999999999887e-06,3.055559999999999734e-08,1.754599999999999937e+01,2.316329166666670005e+02,1.437166666666669990e+01,-8.859996000000000649e+00,1.100001599999999996e-01,-6.789947509765625000e+00,2.884889602661132812e+00
-1.638889999999999927e-07,-4.944440000000000301e-07,1.753699999999999903e+01,1.161400000000000006e+02,2.201611111111110120e+01,-5.900003999999999804e-01,-1.779998399999999981e+00,5.666586756706237793e-01,8.799003958702087402e-01
-9.111110000000000381e-07,-1.861109999999999915e-07,1.753600000000000136e+01,1.215954166666670062e+02,2.531583333333329833e+01,-3.279999500000000179e+00,-6.699996000000000285e-01,-1.590343594551086426e+00,1.998343348503112793e+00
1.022220000000000057e-06,-1.272219999999999993e-06,1.753399999999999892e+01,1.824108333333329881e+02,2.760527777777780045e+01,3.679991999999999930e+00,-4.579991999999999841e+00,5.540733814239501953e+00,-1.279654502868652344e+00
-1.688889999999999978e-06,-2.611110000000000145e-07,1.752400000000000091e+01,1.413174999999999955e+02,6.599861111111110290e+01,-6.080003999999999742e+00,-9.399996400000000252e-01,-4.134723663330078125e+00,5.931223630905151367e-01
-5.275000000000000317e-06,1.661109999999999924e-06,1.751899999999999835e+01,1.492520833333329904e+02,2.867805555555559849e+01,-1.898999999999999844e+01,5.979995999999999867e+00,-1.716222381591796875e+01,8.960140228271484375e+00
