pmra,pmde,jmag,ra,de,pmr_mas,pmd_mas
5.75E-7,-2.94444E-7,17.468,150.919583333333,67.8758333333333,2.07,-1.0599984
-2.64444E-6,-1.02778E-6,17.468,183.469166666667,18.22,-9.519984,-3.700008
9.97222E-7,-2.44444E-7,17.466,140.612916666667,15.1252777777778,3.589999,-0.87999845
5.63889E-7,-1.525E-6,17.465,154.622083333333,-0.141944444444444,2.0300004,-5.4900002
-2.43056E-6,-9.02778E-7,17.465,163.436666666667,18.3983333333333,-8.750016,-3.250001
-1.91944E-6,-2.24722E-6,17.465,180.024583333333,14.7530555555556,-6.9099836,-8.089992
-7.05556E-7,-4.13889E-7,17.465,196.007083333333,29.1130555555556,-2.5400016,-1.4900005
-3.82222E-6,-2.18056E-6,17.464,189.44,33.5294444444444,-13.759993,-7.8500156
-5.24167E-6,-1.52778E-6,17.461,11.1870833333333,-25.57,-18.870012,-5.500008
1.78056E-6,-2.175E-6,17.461,11.1870833333333,-25.57,6.410016,-7.83
5.44444E-7,-9.08333E-7,17.461,137.755,13.5791666666667,1.9599984,-3.2699988
7.30556E-7,8.61111E-8,17.461,169.906666666667,47.0744444444444,2.6300015,0.30999997
2.11389E-6,-1.51111E-6,17.46,157.203333333333,32.0708333333333,7.6100044,-5.439996
7.22222E-8,8.97222E-7,17.46,158.392916666667,-1.19138888888889,0.25999993,3.229999
-2.02778E-6,2.25E-7,17.459,167.543333333333,12.2855555555556,-7.3000083,0.81
-2.94444E-7,-1.26111E-6,17.455,122.439166666667,29.5116666666667,-1.0599984,-4.539996
-2.45556E-6,-4.53333E-6,17.454,335.719583333333,-2.04916666666667,-8.840016,-16.319988
-2.58611E-6,-1.05E-6,17.453,198.985416666667,30.345,-9.309996,-3.7800002
7.38889E-7,5.83333E-8,17.452,229.460833333333,-1.92638888888889,2.6600006,0.20999987
1.28889E-6,-1.03056E-6,17.451,159.822916666667,21.5413888888889,4.6400037,-3.7100163
-2.55833E-6,-9.30556E-7,17.45,194.515,31.2772222222222,-9.209988,-3.3500016
-7.91667E-7,-3.91667E-7,17.449,161.2275,34.9777777777778,-2.850001,-1.4100012
4.38889E-7,-4.83333E-7,17.449,236.875833333333,20.7297222222222,1.5800004,-1.7399988
3.03056E-6,-1.68056E-6,17.445,173.877083333333,-14.4263888888889,10.910016,-6.050016
3.08333E-7,-1.13611E-6,17.444,154.75,-0.905833333333334,1.1099988,-4.089996
-6.69444E-7,5.52778E-7,17.442,159.822083333333,31.2705555555555,-2.4099984,1.9900007
4.25E-7,-1.39722E-6,17.442,199.667083333333,30.9647222222222,1.53,-5.029992
-3.02222E-6,2.44167E-6,17.439,171.851666666667,45.7722222222222,-10.879992,8.790011
1.91667E-6,-3.41667E-6,17.439,178.31625,-11.3008333333333,6.900012,-12.300013
3.93889E-6,1.13333E-6,17.439,329.120833333333,-19.8480555555556,14.180004,4.079988
-4.22222E-7,-2.5E-7,17.434,248.81125,41.875,-1.5199991,-0.9
-2.56667E-6,5.55556E-8,17.433,207.200833333333,26.3719444444444,-9.240012,0.20000015
-4.94444E-7,-3.05556E-8,17.432,136.45125,45.4427777777778,-1.7799984,-0.11000016
-9.33333E-7,-2.27222E-6,17.432,188.6275,17.03,-3.359999,-8.179992
3.69444E-7,-2.08056E-6,17.431,237.877916666667,29.4022222222222,1.3299984,-7.4900165
-1.27778E-6,-5.52778E-7,17.43,253.58,36.1505555555556,-4.600008,-1.9900007
-2.77778E-8,-1.63889E-6,17.429,119.414583333333,41.8886111111111,-0.100000076,-5.900004
9.51667E-6,-1.0925E-5,17.428,231.169166666667,40.9927777777778,34.26001,-39.33
3.08611E-6,2.81389E-6,17.428,231.169166666667,40.9927777777778,11.109996,10.130004
3.72222E-7,-4.94444E-7,17.427,189.814583333333,27.9505555555556,1.3399992,-1.7799984
1.30222E-5,2.225E-6,17.426,183.8325,19.9713888888889,46.879917,8.009999
-3.35556E-6,-5.0E-7,17.424,206.880416666667,39.9636111111111,-12.080016,-1.8
-8.05556E-7,-1.49444E-6,17.422,148.513333333333,37.4738888888889,-2.9000015,-5.379984
1.025E-6,1.38611E-6,17.421,167.277916666667,50.0244444444444,3.6899998,4.989996
-3.0E-7,-1.12778E-6,17.42,201.642916666667,41.9858333333333,-1.08,-4.060008
-7.19444E-7,-2.13333E-6,17.419,116.894583333333,31.2769444444444,-2.5899985,-7.6799884
-1.55556E-6,3.05556E-8,17.419,128.868333333333,38.7866666666667,-5.6000156,0.11000016
-1.025E-6,1.95556E-6,17.419,217.645,33.9958333333333,-3.6899998,7.040016
1.76389E-6,1.75E-7,17.418,56.5083333333333,-7.00666666666667,6.350004,0.63
1.34167E-6,3.46389E-6,17.418,215.330833333333,61.2608333333333,4.830012,12.470004
-1.80556E-7,-3.16667E-7,17.418,225.713333333333,14.7302777777778,-0.6500016,-1.1400013
-3.01111E-6,-2.43889E-6,17.415,125.826666666667,14.8172222222222,-10.839996,-8.7800045
-1.16389E-6,-8.13889E-7,17.415,162.845833333333,11.9811111111111,-4.1900043,-2.9300005
-1.94167E-6,-1.02778E-6,17.415,254.196666666667,34.1755555555556,-6.990012,-3.700008
-1.17222E-6,1.40278E-6,17.414,126.566666666667,27.1347222222222,-4.219992,5.050008
-2.74167E-6,-7.66667E-7,17.414,133.98125,43.7380555555556,-9.870012,-2.7600012
1.5E-7,-2.41667E-7,17.413,252.109166666667,31.4394444444444,0.54,-0.87000126
-1.30278E-6,-2.35556E-6,17.412,149.369583333333,12.6286111111111,-4.690008,-8.480016
-3.40278E-5,-3.91444E-5,17.412,149.369583333333,12.6286111111111,-122.50008,-140.91985
-2.11667E-6,6.61111E-7,17.411,170.912083333333,54.6152777777778,-7.620012,2.3799996
-3.49444E-6,-8.52778E-7,17.409,126.084583333333,23.6636111111111,-12.579985,-3.0700006
-6.27778E-7,-1.54722E-6,17.409,196.4575,25.6705555555556,-2.2600007,-5.569992
-2.11111E-6,-2.45E-6,17.409,206.41,19.5555555555556,-7.599996,-8.82
-4.63889E-7,-1.02778E-6,17.407,154.21625,23.8733333333333,-1.6700004,-3.700008
-6.63889E-7,-1.57222E-6,17.407,190.71375,37.8502777777778,-2.3900003,-5.6599917
3.80556E-7,-1.48333E-6,17.406,187.01375,17.5563888888889,1.3700016,-5.339988
7.52778E-7,-1.175E-6,17.406,341.49375,-0.4625,2.710001,-4.23
6.68889E-6,2.15833E-6,17.405,16.2516666666667,-38.7116666666667,24.080004,7.769988
-2.31944E-6,1.39361E-5,17.405,156.484583333333,12.8969444444444,-8.349984,50.16996
-4.44444E-7,1.83333E-7,17.405,156.484583333333,12.8969444444444,-1.5999984,0.6599988
-1.83889E-6,-1.13056E-6,17.405,157.778333333333,18.3922222222222,-6.6200037,-4.070016
-1.34722E-6,3.52778E-7,17.405,158.729583333333,45.1275,-4.849992,1.2700008
4.22222E-7,-8.63889E-7,17.405,173.369583333333,58.9611111111111,1.5199991,-3.1100004
-5.25E-7,7.30556E-7,17.404,121.98875,6.6775,-1.8900001,2.6300015
-2.26389E-6,-1.94167E-6,17.403,142.704166666667,23.1105555555556,-8.150004,-6.990012
4.66667E-7,1.10556E-6,17.402,52.48875,-6.71861111111111,1.6800011,3.9800162
3.80278E-6,-1.47778E-6,17.402,226.107916666667,51.8208333333333,13.690008,-5.320008
-2.19444E-7,9.02778E-7,17.402,226.107916666667,51.8208333333333,-0.7899984,3.250001
-1.28333E-6,1.0E-7,17.4,132.206666666667,11.2913888888889,-4.619988,0.36
-1.76111E-6,-8.13889E-7,17.4,132.301666666667,11.4272222222222,-6.339996,-2.9300005
1.71944E-6,-5.38889E-7,17.4,143.1875,25.8297222222222,6.189984,-1.9400005
-5.27778E-7,-1.17222E-6,17.399,181.357916666667,47.0297222222222,-1.9000008,-4.219992
-5.88889E-7,-4.05556E-7,17.399,216.062916666667,2.51138888888889,-2.1200004,-1.4600016
2.02778E-7,3.88889E-8,17.398,156.813333333333,15.9441666666667,0.7300008,0.14000003
5.22222E-7,3.27778E-7,17.397,21.22125,-28.8811111111111,1.8799993,1.1800008
2.14722E-6,-1.66667E-6,17.397,147.719166666667,18.775,7.7299914,-6.000012
-8.69444E-7,-8.47222E-7,17.397,242.46875,12.8997222222222,-3.1299984,-3.0499992
2.88889E-6,6.46944E-6,17.397,253.120833333333,41.2086111111111,10.400004,23.289984
-1.47778E-6,1.76111E-6,17.397,261.059166666667,33.0508333333333,-5.320008,6.339996
-2.03611E-6,-2.02222E-6,17.396,177.275833333333,19.7058333333333,-7.3299956,-7.279992
-1.43889E-6,7.02778E-7,17.396,209.923333333333,14.2327777777778,-5.180004,2.5300007
-2.23611E-6,-1.20278E-6,17.396,215.031666666667,55.5711111111111,-8.049996,-4.330008
4.49444E-6,8.16389E-6,17.396,215.031666666667,55.5711111111111,16.179983,29.390003
4.0E-7,1.67222E-6,17.395,212.503333333333,64.1694444444445,1.44,6.0199924
-1.38056E-6,-3.43056E-6,17.393,136.672083333333,22.8238888888889,-4.970016,-12.350016
1.72222E-7,4.77778E-7,17.392,174.262083333333,15.7825,0.61999923,1.7200007
-6.86111E-7,-1.36944E-6,17.392,186.89875,25.7619444444444,-2.4699996,-4.929984
-1.38889E-8,-1.44444E-6,17.391,146.821666666667,47.5713888888889,-0.050000038,-5.199984
-3.30556E-7,-2.72222E-7,17.391,213.751666666667,52.1161111111111,-1.1900016,-0.9799992
-1.02778E-7,-2.50833E-6,17.39,57.3283333333333,46.1663888888889,-0.3700008,-9.029988
1.65556E-6,1.21667E-6,17.39,246.966666666667,22.4013888888889,5.9600163,4.3800116
-1.70278E-6,-2.95E-6,17.389,14.3958333333333,-27.4744444444444,-6.1300077,-10.62
2.36111E-7,1.71944E-6,17.389,221.266666666667,58.6452777777778,0.8499996,6.189984
-3.80556E-7,3.44444E-7,17.386,116.003333333333,29.695,-1.3700016,1.2399985
-8.83333E-7,3.55556E-7,17.385,139.087916666667,21.2425,-3.1799986,1.2800016
2.25556E-6,8.86111E-7,17.384,166.62,13.7833333333333,8.120016,3.1899996
-1.325E-6,-1.44444E-7,17.383,11.0245833333333,-26.7013888888889,-4.77,-0.51999843
1.30556E-7,-1.90278E-6,17.383,174.02,23.9719444444444,0.4700016,-6.850008
-6.38889E-8,-1.78333E-6,17.383,174.02,23.9719444444444,-0.23000003,-6.419988
-2.5E-6,1.79722E-6,17.383,191.845,60.9963888888889,-9.0,6.4699917
1.79167E-6,-2.79444E-6,17.383,322.351666666667,-15.8055555555556,6.450012,-10.059984
